steer_dim,player_name,Affiliation,Affiliation:scstd,Assertiveness,Assertiveness:scstd,Behavioral Inhibition System,Behavioral Inhibition System:scstd,Breadth of Interest,Breadth of Interest:scstd,Complexity,Complexity:scstd,Dependence,Dependence:scstd,Depth,Depth:scstd,Emotional Expression,Emotional Expression:scstd,Emotional Processing,Emotional Processing:scstd,Empathy,Empathy:scstd,Extraversion,Extraversion:scstd,Imagination,Imagination:scstd,Nurturance,Nurturance:scstd,Perspective Taking,Perspective Taking:scstd,Poise,Poise:scstd,Positive Expressivity,Positive Expressivity:scstd,Preference for Order and Structure,Preference for Order and Structure:scstd,Privacy,Privacy:scstd,Psychosocial flourishing,Psychosocial flourishing:scstd,Reflection,Reflection:scstd,Satisfaction with life,Satisfaction with life:scstd,Sociability,Sociability:scstd,Social,Social:scstd,Social Confidence,Social Confidence:scstd,Social Withdrawal,Social Withdrawal:scstd,Sympathy,Sympathy:scstd,Tenderness,Tenderness:scstd,Theoretical,Theoretical:scstd,Understanding,Understanding:scstd,Warmth,Warmth:scstd,stds
,Molly Lopez,0.2857142857142857,0,0.3333333333333333,0,-0.5,0,0.6666666666666666,0,1.0,0,-1.0,0,0.75,0,1.0,0,1.0,0,0.4444444444444444,0,0.4444444444444444,0,1.0,0,0.0,0,0.6666666666666666,0,-0.16666666666666666,0,0.75,0,0.42857142857142855,0,1.0,0,0.75,0,0.5,0,0.5,0,0.8333333333333334,0,0.8823529411764706,0,0.5,0,-0.3333333333333333,0,0.3333333333333333,0,0.5555555555555556,0,0.47368421052631576,0,0.5,0,1.0,0,0.6225267273375047
,Gregory Jones,0.2857142857142857,0,0.16666666666666666,0,0.0,0,0.8333333333333334,0,1.0,0,-1.0,0,1.0,0,1.0,0,1.0,0,0.3333333333333333,0,0.0,0,1.0,0,-0.4,0,0.6666666666666666,0,-0.16666666666666666,0,0.75,0,0.8571428571428571,0,1.0,0,0.5,0,0.0,0,0.0,0,0.8333333333333334,0,0.7647058823529411,0,0.16666666666666666,0,-0.3333333333333333,0,0.7777777777777778,0,1.0,0,0.5789473684210527,0,0.625,0,1.0,0,0.572299638274053
,Sharon Graham MD,0.2857142857142857,0,0.3333333333333333,0,0.0,0,0.8333333333333334,0,1.0,0,-1.0,0,1.0,0,1.0,0,1.0,0,0.4444444444444444,0,0.4444444444444444,0,1.0,0,0.0,0,0.6666666666666666,0,-0.16666666666666666,0,0.5,0,0.42857142857142855,0,1.0,0,1.0,0,0.5,0,0.5,0,0.8333333333333334,0,0.7647058823529411,0,0.5,0,-0.3333333333333333,0,0.5555555555555556,0,0.7777777777777778,0,0.3684210526315789,0,0.5,0,1.0,0,0.580246299336794
,Travis Myers,0.0,0,0.16666666666666666,0,0.5,0,0.6666666666666666,0,1.0,0,-1.0,0,1.0,0,1.0,0,1.0,0,0.3333333333333333,0,-0.2222222222222222,0,1.0,0,-0.2,0,0.6666666666666666,0,-0.16666666666666666,0,0.5,0,0.8571428571428571,0,1.0,0,0.75,0,0.0,0,0.5,0,0.8333333333333334,0,0.7647058823529411,0,-0.16666666666666666,0,-0.3333333333333333,0,0.5555555555555556,0,1.0,0,0.5789473684210527,0,0.5,0,1.0,0,0.582129093371748
,Sharon Garcia,-0.14285714285714285,0,0.3333333333333333,0,-0.5,0,0.6666666666666666,0,1.0,0,-1.0,0,1.0,0,1.0,0,1.0,0,0.3333333333333333,0,0.4444444444444444,0,1.0,0,-0.2,0,0.6666666666666666,0,-0.6666666666666666,0,0.75,0,0.5714285714285714,0,1.0,0,1.0,0,0.0,0,0.0,0,0.8333333333333334,0,0.8235294117647058,0,0.0,0,0.3333333333333333,0,0.3333333333333333,0,0.5555555555555556,0,0.47368421052631576,0,0.625,0,1.0,0,0.59049397298996
,Adrian Saunders,0.2857142857142857,0,0.16666666666666666,0,0.0,0,0.8333333333333334,0,1.0,0,-1.0,0,1.0,0,1.0,0,1.0,0,0.2222222222222222,0,0.0,0,0.5,0,-0.2,0,0.6666666666666666,0,0.16666666666666666,0,0.75,0,0.5714285714285714,0,1.0,0,0.75,0,0.0,0,0.5,0,0.8333333333333334,0,0.7058823529411765,0,0.16666666666666666,0,-1.0,0,0.5555555555555556,0,1.0,0,0.5789473684210527,0,0.5,0,1.0,0,0.5821385882741882
,Kevin Arroyo,0.0,0,-0.16666666666666666,0,0.0,0,0.5,0,1.0,0,-1.0,0,0.75,0,1.0,0,1.0,0,0.4444444444444444,0,-0.2222222222222222,0,1.0,0,-0.2,0,0.6666666666666666,0,0.16666666666666666,0,0.75,0,0.5714285714285714,0,1.0,0,0.5,0,0.0,0,0.0,0,1.0,0,0.7647058823529411,0,-0.16666666666666666,0,0.3333333333333333,0,0.7777777777777778,0,1.0,0,0.5263157894736842,0,0.25,0,1.0,0,0.6040799847339013
,Zachary Mcdaniel,0.14285714285714285,0,0.16666666666666666,0,0.0,0,0.6666666666666666,0,1.0,0,-1.0,0,1.0,0,1.0,0,0.5,0,0.3333333333333333,0,0.0,0,1.0,0,-0.2,0,0.6666666666666666,0,0.3333333333333333,0,0.75,0,0.2857142857142857,0,1.0,0,0.75,0,0.0,0,0.0,0,1.0,0,0.7647058823529411,0,0.0,0,-0.3333333333333333,0,0.3333333333333333,0,1.0,0,0.42105263157894735,0,0.5,0,1.0,0,0.6231824761779389
,Kimberly Lawrence,0.2857142857142857,0,0.16666666666666666,0,0.0,0,0.6666666666666666,0,1.0,0,-1.0,0,0.75,0,1.0,0,1.0,0,0.2222222222222222,0,0.4444444444444444,0,1.0,0,0.0,0,0.6666666666666666,0,-0.16666666666666666,0,0.75,0,0.5714285714285714,0,1.0,0,0.75,0,0.0,0,0.5,0,1.0,0,0.7647058823529411,0,0.5,0,-0.3333333333333333,0,0.7777777777777778,0,0.7777777777777778,0,0.47368421052631576,0,0.5,0,1.0,0,0.6029033168480625
,Cody Sanchez,-0.14285714285714285,0,0.3333333333333333,0,0.5,0,0.5,0,1.0,0,-1.0,0,0.75,0,1.0,0,1.0,0,0.4444444444444444,0,0.0,0,1.0,0,-0.2,0,0.6666666666666666,0,0.0,0,0.75,0,0.5714285714285714,0,1.0,0,0.75,0,0.5,0,-0.5,0,0.8333333333333334,0,0.7647058823529411,0,-0.3333333333333333,0,-0.3333333333333333,0,0.7777777777777778,0,1.0,0,0.42105263157894735,0,0.5,0,1.0,0,0.6073421176088547
